D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
19,21,1,2,"T(1, 2, 19)",0.0225,"(1, 20)",0.0881,"(1, 19)",0.0877,"(3, 19)",0.0907,HP
19,22,1,3,"T(1, 3, 19)",0.0207,"(1, 20)",0.0801,"(1, 19)",0.0805,"(3, 22)",0.0859,HE
19,23,1,4,"T(1, 4, 19)",0.0193,"(1, 20)",0.0737,"(1, 19)",0.0747,"(4, 19)",0.0823,HE
19,24,1,5,"T(1, 5, 19)",0.0182,"(1, 20)",0.0686,"(1, 19)",0.0699,"(4, 23)",0.0799,HE
19,25,1,6,"T(1, 6, 19)",0.0172,"(1, 20)",0.0643,"(1, 19)",0.066,"(4, 24)",0.0776,HE
19,26,1,7,"T(1, 7, 19)",0.0164,"(1, 20)",0.0607,"(1, 19)",0.0627,"(5, 19)",0.0759,HE
19,27,1,8,"T(1, 8, 19)",0.0157,"(1, 20)",0.0578,"(1, 19)",0.06,"(5, 19)",0.0751,HE
19,28,1,9,"T(1, 9, 19)",0.0151,"(1, 20)",0.0552,"(1, 19)",0.0576,"(5, 19)",0.0742,HE
19,29,1,10,"T(1, 10, 19)",0.0145,"(1, 20)",0.053,"(1, 19)",0.0555,"(5, 25)",0.0733,HE
19,30,1,11,"T(1, 11, 19)",0.0141,"(1, 20)",0.0511,"(1, 19)",0.0537,"(5, 19)",0.0723,HE
19,31,1,12,"T(1, 12, 19)",0.0137,"(1, 20)",0.0495,"(1, 19)",0.0521,"(5, 19)",0.0714,HE
19,32,1,13,"T(1, 13, 19)",0.0133,"(1, 20)",0.048,"(1, 19)",0.0507,"(5, 19)",0.0704,HE
19,33,1,14,"T(1, 14, 19)",0.013,"(1, 20)",0.0467,"(1, 19)",0.0494,"(5, 19)",0.0695,HE
19,34,1,15,"T(1, 15, 19)",0.0127,"(1, 20)",0.0455,"(1, 19)",0.0483,"(5, 19)",0.0686,HE
19,35,1,16,"T(1, 16, 19)",0.0124,"(1, 20)",0.0444,"(1, 19)",0.0473,"(6, 19)",0.0681,HE
19,36,1,17,"T(1, 17, 19)",0.0122,"(1, 20)",0.0435,"(1, 19)",0.0463,"(6, 19)",0.0681,HE
19,37,1,18,"T(1, 18, 19)",0.012,"(1, 20)",0.0426,"(1, 19)",0.0455,"(6, 19)",0.0681,HE
19,38,1,19,"T(1, 19, 19)",0.0118,"(1, 20)",0.0418,"(1, 19)",0.0447,"(6, 19)",0.0681,HE
