D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
16,18,1,2,"T(1, 2, 16)",0.0307,"(1, 17)",0.1189,"(1, 16)",0.1182,"(2, 18)",0.1242,HP
16,19,1,3,"T(1, 3, 16)",0.0281,"(1, 17)",0.1065,"(1, 16)",0.1073,"(3, 18)",0.1178,HE
16,20,1,4,"T(1, 4, 16)",0.026,"(1, 17)",0.0971,"(1, 16)",0.0989,"(3, 17)",0.1123,HE
16,21,1,5,"T(1, 5, 16)",0.0243,"(1, 17)",0.0896,"(1, 16)",0.0922,"(4, 16)",0.1098,HE
16,22,1,6,"T(1, 6, 16)",0.023,"(1, 17)",0.0837,"(1, 16)",0.0869,"(4, 16)",0.1075,HE
16,23,1,7,"T(1, 7, 16)",0.0218,"(1, 17)",0.0789,"(1, 16)",0.0825,"(4, 23)",0.1053,HE
16,24,1,8,"T(1, 8, 16)",0.0209,"(1, 17)",0.0749,"(1, 16)",0.0788,"(4, 16)",0.1028,HE
16,25,1,9,"T(1, 9, 16)",0.0201,"(1, 17)",0.0716,"(1, 16)",0.0757,"(4, 16)",0.1004,HE
16,26,1,10,"T(1, 10, 16)",0.0194,"(1, 17)",0.0687,"(1, 16)",0.073,"(4, 16)",0.0982,HE
16,27,1,11,"T(1, 11, 16)",0.0188,"(1, 17)",0.0663,"(1, 16)",0.0707,"(5, 16)",0.0979,HE
16,28,1,12,"T(1, 12, 16)",0.0183,"(1, 17)",0.0641,"(1, 16)",0.0686,"(5, 16)",0.0979,HE
16,29,1,13,"T(1, 13, 16)",0.0178,"(1, 17)",0.0623,"(1, 16)",0.0668,"(5, 16)",0.0979,HE
16,30,1,14,"T(1, 14, 16)",0.0174,"(1, 17)",0.0606,"(1, 16)",0.0652,"(5, 16)",0.0979,HE
16,31,1,15,"T(1, 15, 16)",0.017,"(1, 17)",0.0592,"(1, 16)",0.0638,"(5, 16)",0.0979,HE
16,32,1,16,"T(1, 16, 16)",0.0167,"(1, 17)",0.0578,"(1, 16)",0.0625,"(5, 16)",0.0979,HE
