D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
25,27,1,2,"T(1, 2, 25)",0.0136,"(1, 26)",0.0537,"(1, 25)",0.0536,"(3, 25)",0.0545,HP
25,28,1,3,"T(1, 3, 25)",0.0127,"(1, 26)",0.0499,"(1, 25)",0.05,"(3, 27)",0.0517,HE
25,29,1,4,"T(1, 4, 25)",0.012,"(1, 26)",0.0466,"(1, 25)",0.0469,"(4, 28)",0.0496,HE
25,30,1,5,"T(1, 5, 25)",0.0113,"(1, 26)",0.0438,"(1, 25)",0.0443,"(5, 25)",0.0479,HE
25,31,1,6,"T(1, 6, 25)",0.0108,"(1, 26)",0.0415,"(1, 25)",0.0421,"(5, 25)",0.0467,HE
25,32,1,7,"T(1, 7, 25)",0.0103,"(1, 26)",0.0394,"(1, 25)",0.0401,"(5, 32)",0.0457,HE
25,33,1,8,"T(1, 8, 25)",0.0099,"(1, 26)",0.0376,"(1, 25)",0.0384,"(6, 25)",0.0447,HE
25,34,1,9,"T(1, 9, 25)",0.0095,"(1, 26)",0.0361,"(1, 25)",0.037,"(6, 25)",0.0441,HE
25,35,1,10,"T(1, 10, 25)",0.0092,"(1, 26)",0.0347,"(1, 25)",0.0357,"(6, 25)",0.0436,HE
25,36,1,11,"T(1, 11, 25)",0.0089,"(1, 26)",0.0335,"(1, 25)",0.0345,"(6, 36)",0.043,HE
25,37,1,12,"T(1, 12, 25)",0.0086,"(1, 26)",0.0324,"(1, 25)",0.0335,"(6, 28)",0.0424,HE
25,38,1,13,"T(1, 13, 25)",0.0084,"(1, 26)",0.0314,"(1, 25)",0.0326,"(6, 25)",0.0419,HE
25,39,1,14,"T(1, 14, 25)",0.0082,"(1, 26)",0.0306,"(1, 25)",0.0317,"(7, 25)",0.0417,HE
25,40,1,15,"T(1, 15, 25)",0.008,"(1, 26)",0.0298,"(1, 25)",0.031,"(7, 25)",0.0415,HE
25,41,1,16,"T(1, 16, 25)",0.0078,"(1, 26)",0.0291,"(1, 25)",0.0303,"(7, 25)",0.0413,HE
25,42,1,17,"T(1, 17, 25)",0.0077,"(1, 26)",0.0284,"(1, 25)",0.0296,"(7, 25)",0.0411,HE
25,43,1,18,"T(1, 18, 25)",0.0075,"(1, 26)",0.0278,"(1, 25)",0.0291,"(7, 25)",0.0409,HE
25,44,1,19,"T(1, 19, 25)",0.0074,"(1, 26)",0.0273,"(1, 25)",0.0285,"(7, 29)",0.0407,HE
25,45,1,20,"T(1, 20, 25)",0.0073,"(1, 26)",0.0268,"(1, 25)",0.028,"(7, 25)",0.0405,HE
25,46,1,21,"T(1, 21, 25)",0.0071,"(1, 26)",0.0263,"(1, 25)",0.0276,"(7, 25)",0.0402,HE
25,47,1,22,"T(1, 22, 25)",0.007,"(1, 26)",0.0259,"(1, 25)",0.0271,"(7, 25)",0.04,HE
25,48,1,23,"T(1, 23, 25)",0.0069,"(1, 26)",0.0255,"(1, 25)",0.0268,"(7, 25)",0.0398,HE
25,49,1,24,"T(1, 24, 25)",0.0068,"(1, 26)",0.0251,"(1, 25)",0.0264,"(7, 25)",0.0396,HE
25,50,1,25,"T(1, 25, 25)",0.0067,"(1, 26)",0.0247,"(1, 25)",0.026,"(7, 25)",0.0393,HE
