D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
17,19,1,2,"T(1, 2, 17)",0.0275,"(1, 18)",0.1071,"(1, 17)",0.1065,"(3, 17)",0.1112,HP
17,20,1,3,"T(1, 3, 17)",0.0252,"(1, 18)",0.0965,"(1, 17)",0.0971,"(3, 18)",0.1054,HE
17,21,1,4,"T(1, 4, 17)",0.0234,"(1, 18)",0.0882,"(1, 17)",0.0896,"(4, 17)",0.1007,HE
17,22,1,5,"T(1, 5, 17)",0.0219,"(1, 18)",0.0816,"(1, 17)",0.0837,"(4, 17)",0.0982,HE
17,23,1,6,"T(1, 6, 17)",0.0207,"(1, 18)",0.0764,"(1, 17)",0.0789,"(4, 22)",0.096,HE
17,24,1,7,"T(1, 7, 17)",0.0197,"(1, 18)",0.072,"(1, 17)",0.0749,"(4, 23)",0.0933,HE
17,25,1,8,"T(1, 8, 17)",0.0189,"(1, 18)",0.0684,"(1, 17)",0.0716,"(4, 17)",0.091,HE
17,26,1,9,"T(1, 9, 17)",0.0181,"(1, 18)",0.0654,"(1, 17)",0.0687,"(5, 17)",0.0903,HE
17,27,1,10,"T(1, 10, 17)",0.0175,"(1, 18)",0.0628,"(1, 17)",0.0663,"(5, 17)",0.09,HE
17,28,1,11,"T(1, 11, 17)",0.017,"(1, 18)",0.0605,"(1, 17)",0.0641,"(5, 17)",0.0897,HE
17,29,1,12,"T(1, 12, 17)",0.0165,"(1, 18)",0.0585,"(1, 17)",0.0623,"(5, 17)",0.0893,HE
17,30,1,13,"T(1, 13, 17)",0.0161,"(1, 18)",0.0568,"(1, 17)",0.0606,"(5, 17)",0.0887,HE
17,31,1,14,"T(1, 14, 17)",0.0157,"(1, 18)",0.0553,"(1, 17)",0.0592,"(5, 17)",0.0881,HE
17,32,1,15,"T(1, 15, 17)",0.0153,"(1, 18)",0.0539,"(1, 17)",0.0578,"(5, 17)",0.0874,HE
17,33,1,16,"T(1, 16, 17)",0.015,"(1, 18)",0.0527,"(1, 17)",0.0567,"(5, 17)",0.0865,HE
17,34,1,17,"T(1, 17, 17)",0.0147,"(1, 18)",0.0516,"(1, 17)",0.0556,"(5, 17)",0.0856,HE
