D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
24,26,1,2,"T(1, 2, 24)",0.0146,"(1, 25)",0.0578,"(1, 24)",0.0577,"(3, 24)",0.0588,HP
24,27,1,3,"T(1, 3, 24)",0.0137,"(1, 25)",0.0536,"(1, 24)",0.0537,"(3, 25)",0.0558,HE
24,28,1,4,"T(1, 4, 24)",0.0128,"(1, 25)",0.05,"(1, 24)",0.0503,"(4, 24)",0.0535,HE
24,29,1,5,"T(1, 5, 24)",0.0121,"(1, 25)",0.0469,"(1, 24)",0.0475,"(4, 26)",0.0517,HE
24,30,1,6,"T(1, 6, 24)",0.0115,"(1, 25)",0.0443,"(1, 24)",0.045,"(5, 24)",0.0504,HE
24,31,1,7,"T(1, 7, 24)",0.011,"(1, 25)",0.0421,"(1, 24)",0.0429,"(5, 27)",0.0493,HE
24,32,1,8,"T(1, 8, 24)",0.0106,"(1, 25)",0.0401,"(1, 24)",0.0411,"(5, 28)",0.0482,HE
24,33,1,9,"T(1, 9, 24)",0.0102,"(1, 25)",0.0384,"(1, 24)",0.0395,"(6, 24)",0.0476,HE
24,34,1,10,"T(1, 10, 24)",0.0098,"(1, 25)",0.037,"(1, 24)",0.0381,"(6, 24)",0.047,HE
24,35,1,11,"T(1, 11, 24)",0.0095,"(1, 25)",0.0357,"(1, 24)",0.0369,"(6, 33)",0.0465,HE
24,36,1,12,"T(1, 12, 24)",0.0092,"(1, 25)",0.0345,"(1, 24)",0.0358,"(6, 29)",0.046,HE
24,37,1,13,"T(1, 13, 24)",0.009,"(1, 25)",0.0335,"(1, 24)",0.0348,"(6, 24)",0.0455,HE
24,38,1,14,"T(1, 14, 24)",0.0088,"(1, 25)",0.0326,"(1, 24)",0.0339,"(6, 24)",0.0449,HE
24,39,1,15,"T(1, 15, 24)",0.0086,"(1, 25)",0.0317,"(1, 24)",0.0331,"(7, 24)",0.0445,HE
24,40,1,16,"T(1, 16, 24)",0.0084,"(1, 25)",0.031,"(1, 24)",0.0323,"(7, 24)",0.0444,HE
24,41,1,17,"T(1, 17, 24)",0.0082,"(1, 25)",0.0303,"(1, 24)",0.0317,"(7, 24)",0.0443,HE
24,42,1,18,"T(1, 18, 24)",0.008,"(1, 25)",0.0296,"(1, 24)",0.0311,"(7, 24)",0.0441,HE
24,43,1,19,"T(1, 19, 24)",0.0079,"(1, 25)",0.0291,"(1, 24)",0.0305,"(7, 24)",0.044,HE
24,44,1,20,"T(1, 20, 24)",0.0078,"(1, 25)",0.0285,"(1, 24)",0.03,"(7, 24)",0.0439,HE
24,45,1,21,"T(1, 21, 24)",0.0076,"(1, 25)",0.028,"(1, 24)",0.0295,"(7, 24)",0.0437,HE
24,46,1,22,"T(1, 22, 24)",0.0075,"(1, 25)",0.0276,"(1, 24)",0.029,"(7, 24)",0.0435,HE
24,47,1,23,"T(1, 23, 24)",0.0074,"(1, 25)",0.0271,"(1, 24)",0.0286,"(7, 24)",0.0434,HE
24,48,1,24,"T(1, 24, 24)",0.0073,"(1, 25)",0.0268,"(1, 24)",0.0282,"(7, 24)",0.0432,HE
