D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
20,32,5,8,"T(5, 8, 20)",0.0109,"(1, 25)",0.0525,"(1, 24)",0.053,"(7, 24)",0.0546,HE
20,32,6,7,"T(6, 7, 20)",0.0108,"(1, 26)",0.0538,"(1, 25)",0.0537,"(7, 29)",0.054,HP
20,33,1,13,"T(1, 13, 20)",0.0122,"(1, 21)",0.0444,"(1, 20)",0.0467,"(6, 20)",0.0638,HE
20,33,2,12,"T(2, 12, 20)",0.0116,"(1, 22)",0.0457,"(1, 21)",0.0478,"(6, 21)",0.0602,HE
20,33,3,11,"T(3, 11, 20)",0.0111,"(1, 23)",0.0472,"(1, 22)",0.049,"(6, 31)",0.0572,HE
20,33,4,10,"T(4, 10, 20)",0.0108,"(1, 24)",0.0489,"(1, 23)",0.0502,"(7, 23)",0.0546,HE
20,33,5,9,"T(5, 9, 20)",0.0105,"(1, 25)",0.0506,"(1, 24)",0.0513,"(7, 24)",0.0538,HE
20,33,6,8,"T(6, 8, 20)",0.0104,"(1, 26)",0.0521,"(1, 25)",0.0522,"(7, 31)",0.0527,HE
20,33,7,7,"T(7, 7, 20)",0.0103,"(1, 27)",0.0528,"(1, 26)",0.0527,"(7, 30)",0.0528,HP
20,34,1,14,"T(1, 14, 20)",0.0119,"(1, 21)",0.0431,"(1, 20)",0.0455,"(6, 20)",0.0637,HE
20,34,2,13,"T(2, 13, 20)",0.0113,"(1, 22)",0.0444,"(1, 21)",0.0466,"(6, 21)",0.0598,HE
20,34,3,12,"T(3, 12, 20)",0.0108,"(1, 23)",0.0457,"(1, 22)",0.0477,"(6, 22)",0.0564,HE
20,34,4,11,"T(4, 11, 20)",0.0104,"(1, 24)",0.0472,"(1, 23)",0.0488,"(7, 23)",0.0542,HE
20,34,5,10,"T(5, 10, 20)",0.0101,"(1, 25)",0.0488,"(1, 24)",0.0499,"(7, 25)",0.053,HE
20,34,6,9,"T(6, 9, 20)",0.01,"(1, 26)",0.0504,"(1, 25)",0.0508,"(8, 25)",0.0519,HE
20,34,7,8,"T(7, 8, 20)",0.0099,"(1, 27)",0.0515,"(1, 26)",0.0515,"(8, 28)",0.0517,Iguais
20,35,1,15,"T(1, 15, 20)",0.0116,"(1, 21)",0.042,"(1, 20)",0.0444,"(6, 20)",0.0635,HE
20,35,2,14,"T(2, 14, 20)",0.011,"(1, 22)",0.0431,"(1, 21)",0.0454,"(6, 21)",0.0594,HE
20,35,3,13,"T(3, 13, 20)",0.0105,"(1, 23)",0.0444,"(1, 22)",0.0464,"(6, 22)",0.0558,HE
20,35,4,12,"T(4, 12, 20)",0.0101,"(1, 24)",0.0457,"(1, 23)",0.0475,"(7, 23)",0.0538,HE
20,35,5,11,"T(5, 11, 20)",0.0098,"(1, 25)",0.0472,"(1, 24)",0.0485,"(7, 28)",0.0522,HE
20,35,6,10,"T(6, 10, 20)",0.0096,"(1, 26)",0.0487,"(1, 25)",0.0495,"(8, 25)",0.0514,HE
20,35,7,9,"T(7, 9, 20)",0.0095,"(1, 27)",0.0501,"(1, 26)",0.0502,"(8, 34)",0.0506,HE
20,35,8,8,"T(8, 8, 20)",0.0095,"(1, 28)",0.0507,"(1, 27)",0.0506,"(8, 31)",0.0507,HP
20,36,1,16,"T(1, 16, 20)",0.0114,"(1, 21)",0.0411,"(1, 20)",0.0435,"(6, 20)",0.0634,HE
20,36,2,15,"T(2, 15, 20)",0.0107,"(1, 22)",0.042,"(1, 21)",0.0444,"(6, 21)",0.059,HE
20,36,3,14,"T(3, 14, 20)",0.0102,"(1, 23)",0.0431,"(1, 22)",0.0453,"(6, 22)",0.0551,HE
20,36,4,13,"T(4, 13, 20)",0.0098,"(1, 24)",0.0444,"(1, 23)",0.0463,"(7, 23)",0.0535,HE
20,36,5,12,"T(5, 12, 20)",0.0095,"(1, 25)",0.0457,"(1, 24)",0.0473,"(7, 24)",0.0515,HE
20,36,6,11,"T(6, 11, 20)",0.0093,"(1, 26)",0.0471,"(1, 25)",0.0482,"(8, 25)",0.0508,HE
20,36,7,10,"T(7, 10, 20)",0.0091,"(1, 27)",0.0486,"(1, 26)",0.049,"(9, 26)",0.0497,HE
20,36,8,9,"T(8, 9, 20)",0.0091,"(1, 28)",0.0496,"(1, 27)",0.0496,"(9, 31)",0.0498,Iguais
20,37,1,17,"T(1, 17, 20)",0.0112,"(1, 21)",0.0402,"(1, 20)",0.0426,"(6, 20)",0.0632,HE
20,37,2,16,"T(2, 16, 20)",0.0105,"(1, 22)",0.0411,"(1, 21)",0.0434,"(6, 21)",0.0586,HE
20,37,3,15,"T(3, 15, 20)",0.01,"(1, 23)",0.042,"(1, 22)",0.0443,"(6, 22)",0.0544,HE
20,37,4,14,"T(4, 14, 20)",0.0096,"(1, 24)",0.0431,"(1, 23)",0.0452,"(7, 23)",0.0531,HE
20,37,5,13,"T(5, 13, 20)",0.0092,"(1, 25)",0.0444,"(1, 24)",0.0462,"(7, 24)",0.0508,HE
20,37,6,12,"T(6, 12, 20)",0.009,"(1, 26)",0.0457,"(1, 25)",0.0471,"(8, 28)",0.0502,HE
20,37,7,11,"T(7, 11, 20)",0.0088,"(1, 27)",0.0471,"(1, 26)",0.0479,"(9, 26)",0.0493,HE
20,37,8,10,"T(8, 10, 20)",0.0087,"(1, 28)",0.0483,"(1, 27)",0.0485,"(9, 29)",0.0489,HE
20,37,9,9,"T(9, 9, 20)",0.0087,"(1, 29)",0.0489,"(1, 28)",0.0489,"(4, 37)",0.0489,Iguais
20,38,1,18,"T(1, 18, 20)",0.011,"(1, 21)",0.0394,"(1, 20)",0.0418,"(6, 20)",0.063,HE
20,38,2,17,"T(2, 17, 20)",0.0103,"(1, 22)",0.0402,"(1, 21)",0.0426,"(6, 21)",0.0581,HE
20,38,3,16,"T(3, 16, 20)",0.0098,"(1, 23)",0.041,"(1, 22)",0.0434,"(7, 22)",0.0543,HE
20,38,4,15,"T(4, 15, 20)",0.0093,"(1, 24)",0.042,"(1, 23)",0.0443,"(7, 29)",0.0527,HE
20,38,5,14,"T(5, 14, 20)",0.009,"(1, 25)",0.0431,"(1, 24)",0.0451,"(8, 24)",0.0505,HE
20,38,6,13,"T(6, 13, 20)",0.0088,"(1, 26)",0.0444,"(1, 25)",0.046,"(8, 31)",0.0497,HE
20,38,7,12,"T(7, 12, 20)",0.0086,"(1, 27)",0.0457,"(1, 26)",0.0468,"(9, 26)",0.0489,HE
20,38,8,11,"T(8, 11, 20)",0.0085,"(1, 28)",0.047,"(1, 27)",0.0475,"(9, 27)",0.048,HE
20,38,9,10,"T(9, 10, 20)",0.0084,"(1, 29)",0.048,"(1, 28)",0.048,"(10, 36)",0.0482,Iguais
20,39,1,19,"T(1, 19, 20)",0.0108,"(1, 21)",0.0386,"(1, 20)",0.0411,"(6, 20)",0.0628,HE
20,39,2,18,"T(2, 18, 20)",0.0101,"(1, 22)",0.0393,"(1, 21)",0.0418,"(6, 21)",0.0576,HE
20,39,3,17,"T(3, 17, 20)",0.0096,"(1, 23)",0.0401,"(1, 22)",0.0426,"(7, 22)",0.0542,HE
20,39,4,16,"T(4, 16, 20)",0.0091,"(1, 24)",0.041,"(1, 23)",0.0434,"(7, 23)",0.0523,HE
20,39,5,15,"T(5, 15, 20)",0.0088,"(1, 25)",0.042,"(1, 24)",0.0442,"(8, 24)",0.0503,HE
20,39,6,14,"T(6, 14, 20)",0.0085,"(1, 26)",0.0431,"(1, 25)",0.045,"(8, 25)",0.0491,HE
20,39,7,13,"T(7, 13, 20)",0.0083,"(1, 27)",0.0444,"(1, 26)",0.0458,"(9, 26)",0.0485,HE
20,39,8,12,"T(8, 12, 20)",0.0082,"(1, 28)",0.0456,"(1, 27)",0.0465,"(10, 27)",0.0475,HE
20,39,9,11,"T(9, 11, 20)",0.0081,"(1, 29)",0.0469,"(1, 28)",0.0471,"(10, 38)",0.0474,HE
20,39,10,10,"T(10, 10, 20)",0.0081,"(1, 30)",0.0474,"(1, 29)",0.0474,"(3, 39)",0.0474,Iguais
20,40,1,20,"T(1, 20, 20)",0.0106,"(1, 21)",0.0379,"(1, 20)",0.0404,"(6, 20)",0.0626,HE
20,40,2,19,"T(2, 19, 20)",0.0099,"(1, 22)",0.0386,"(1, 21)",0.0411,"(6, 21)",0.0572,HE
20,40,3,18,"T(3, 18, 20)",0.0094,"(1, 23)",0.0393,"(1, 22)",0.0418,"(7, 22)",0.0541,HE
20,40,4,17,"T(4, 17, 20)",0.009,"(1, 24)",0.0401,"(1, 23)",0.0425,"(7, 23)",0.0519,HE
20,40,5,16,"T(5, 16, 20)",0.0086,"(1, 25)",0.041,"(1, 24)",0.0433,"(8, 24)",0.0502,HE
20,40,6,15,"T(6, 15, 20)",0.0083,"(1, 26)",0.042,"(1, 25)",0.0441,"(8, 25)",0.0486,HE
20,40,7,14,"T(7, 14, 20)",0.0081,"(1, 27)",0.0431,"(1, 26)",0.0449,"(9, 39)",0.0481,HE
20,40,8,13,"T(8, 13, 20)",0.008,"(1, 28)",0.0444,"(1, 27)",0.0456,"(10, 27)",0.0472,HE
20,40,9,12,"T(9, 12, 20)",0.0079,"(1, 29)",0.0456,"(1, 28)",0.0462,"(10, 28)",0.0467,HE
20,40,10,11,"T(10, 11, 20)",0.0078,"(1, 30)",0.0466,"(1, 29)",0.0467,"(11, 36)",0.0468,HE
