D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
21,23,1,2,"T(1, 2, 21)",0.0187,"(1, 22)",0.0737,"(1, 21)",0.0735,"(3, 21)",0.0754,HP
21,24,1,3,"T(1, 3, 21)",0.0174,"(1, 22)",0.0676,"(1, 21)",0.0678,"(3, 24)",0.0714,HE
21,25,1,4,"T(1, 4, 21)",0.0162,"(1, 22)",0.0625,"(1, 21)",0.0632,"(4, 21)",0.0685,HE
21,26,1,5,"T(1, 5, 21)",0.0153,"(1, 22)",0.0584,"(1, 21)",0.0593,"(4, 25)",0.0663,HE
21,27,1,6,"T(1, 6, 21)",0.0145,"(1, 22)",0.0549,"(1, 21)",0.0561,"(5, 21)",0.0644,HE
21,28,1,7,"T(1, 7, 21)",0.0138,"(1, 22)",0.052,"(1, 21)",0.0534,"(5, 21)",0.0633,HE
21,29,1,8,"T(1, 8, 21)",0.0132,"(1, 22)",0.0495,"(1, 21)",0.051,"(5, 28)",0.0622,HE
21,30,1,9,"T(1, 9, 21)",0.0127,"(1, 22)",0.0473,"(1, 21)",0.049,"(5, 30)",0.0612,HE
21,31,1,10,"T(1, 10, 21)",0.0123,"(1, 22)",0.0455,"(1, 21)",0.0473,"(5, 21)",0.0601,HE
21,32,1,11,"T(1, 11, 21)",0.0119,"(1, 22)",0.0439,"(1, 21)",0.0457,"(6, 21)",0.0593,HE
21,33,1,12,"T(1, 12, 21)",0.0116,"(1, 22)",0.0424,"(1, 21)",0.0444,"(6, 21)",0.0591,HE
21,34,1,13,"T(1, 13, 21)",0.0112,"(1, 22)",0.0412,"(1, 21)",0.0431,"(6, 21)",0.0588,HE
21,35,1,14,"T(1, 14, 21)",0.011,"(1, 22)",0.04,"(1, 21)",0.042,"(6, 21)",0.0585,HE
21,36,1,15,"T(1, 15, 21)",0.0107,"(1, 22)",0.039,"(1, 21)",0.0411,"(6, 21)",0.0582,HE
21,37,1,16,"T(1, 16, 21)",0.0105,"(1, 22)",0.0381,"(1, 21)",0.0402,"(6, 21)",0.0579,HE
21,38,1,17,"T(1, 17, 21)",0.0103,"(1, 22)",0.0372,"(1, 21)",0.0394,"(6, 21)",0.0575,HE
21,39,1,18,"T(1, 18, 21)",0.0101,"(1, 22)",0.0365,"(1, 21)",0.0386,"(6, 21)",0.0572,HE
21,40,1,19,"T(1, 19, 21)",0.0099,"(1, 22)",0.0358,"(1, 21)",0.0379,"(6, 21)",0.0568,HE
21,41,1,20,"T(1, 20, 21)",0.0098,"(1, 22)",0.0352,"(1, 21)",0.0373,"(6, 21)",0.0564,HE
21,42,1,21,"T(1, 21, 21)",0.0096,"(1, 22)",0.0346,"(1, 21)",0.0367,"(6, 21)",0.056,HE
