D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
12,14,1,2,"T(1, 2, 12)",0.0511,"(1, 13)",0.1919,"(1, 12)",0.1901,"(2, 13)",0.2099,HP
12,15,1,3,"T(1, 3, 12)",0.0461,"(1, 13)",0.1672,"(1, 12)",0.1699,"(3, 12)",0.1998,HE
12,16,1,4,"T(1, 4, 12)",0.0424,"(1, 13)",0.15,"(1, 12)",0.1554,"(3, 12)",0.1923,HE
12,17,1,5,"T(1, 5, 12)",0.0395,"(1, 13)",0.1374,"(1, 12)",0.1445,"(3, 12)",0.1843,HE
12,18,1,6,"T(1, 6, 12)",0.0373,"(1, 13)",0.1278,"(1, 12)",0.136,"(3, 12)",0.1766,HE
12,19,1,7,"T(1, 7, 12)",0.0355,"(1, 13)",0.1202,"(1, 12)",0.1292,"(3, 12)",0.1697,HE
12,20,1,8,"T(1, 8, 12)",0.034,"(1, 13)",0.1142,"(1, 12)",0.1237,"(3, 12)",0.1635,HE
12,21,1,9,"T(1, 9, 12)",0.0327,"(1, 13)",0.1092,"(1, 12)",0.119,"(3, 12)",0.1582,HE
12,22,1,10,"T(1, 10, 12)",0.0316,"(1, 13)",0.105,"(1, 12)",0.1151,"(4, 12)",0.155,HE
12,23,1,11,"T(1, 11, 12)",0.0307,"(1, 13)",0.1014,"(1, 12)",0.1118,"(4, 12)",0.1526,HE
12,24,1,12,"T(1, 12, 12)",0.0299,"(1, 13)",0.0984,"(1, 12)",0.1089,"(4, 12)",0.1501,HE
