D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
18,20,1,2,"T(1, 2, 18)",0.0248,"(1, 19)",0.0969,"(1, 18)",0.0965,"(3, 18)",0.1002,HP
18,21,1,3,"T(1, 3, 18)",0.0228,"(1, 19)",0.0877,"(1, 18)",0.0882,"(3, 20)",0.0949,HE
18,22,1,4,"T(1, 4, 18)",0.0212,"(1, 19)",0.0805,"(1, 18)",0.0816,"(4, 18)",0.0908,HE
18,23,1,5,"T(1, 5, 18)",0.0199,"(1, 19)",0.0747,"(1, 18)",0.0764,"(4, 18)",0.0883,HE
18,24,1,6,"T(1, 6, 18)",0.0188,"(1, 19)",0.0699,"(1, 18)",0.072,"(4, 24)",0.086,HE
18,25,1,7,"T(1, 7, 18)",0.0179,"(1, 19)",0.066,"(1, 18)",0.0684,"(4, 18)",0.0835,HE
18,26,1,8,"T(1, 8, 18)",0.0172,"(1, 19)",0.0627,"(1, 18)",0.0654,"(5, 18)",0.0826,HE
18,27,1,9,"T(1, 9, 18)",0.0165,"(1, 19)",0.06,"(1, 18)",0.0628,"(5, 18)",0.082,HE
18,28,1,10,"T(1, 10, 18)",0.0159,"(1, 19)",0.0576,"(1, 18)",0.0605,"(5, 18)",0.0813,HE
18,29,1,11,"T(1, 11, 18)",0.0154,"(1, 19)",0.0555,"(1, 18)",0.0585,"(5, 18)",0.0806,HE
18,30,1,12,"T(1, 12, 18)",0.015,"(1, 19)",0.0537,"(1, 18)",0.0568,"(5, 18)",0.0798,HE
18,31,1,13,"T(1, 13, 18)",0.0146,"(1, 19)",0.0521,"(1, 18)",0.0553,"(5, 18)",0.0789,HE
18,32,1,14,"T(1, 14, 18)",0.0142,"(1, 19)",0.0507,"(1, 18)",0.0539,"(5, 18)",0.078,HE
18,33,1,15,"T(1, 15, 18)",0.0139,"(1, 19)",0.0494,"(1, 18)",0.0527,"(5, 18)",0.0771,HE
18,34,1,16,"T(1, 16, 18)",0.0136,"(1, 19)",0.0483,"(1, 18)",0.0516,"(5, 18)",0.0762,HE
18,35,1,17,"T(1, 17, 18)",0.0134,"(1, 19)",0.0473,"(1, 18)",0.0506,"(5, 18)",0.0753,HE
18,36,1,18,"T(1, 18, 18)",0.0131,"(1, 19)",0.0463,"(1, 18)",0.0497,"(5, 18)",0.0744,HE
