D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
13,15,1,2,"T(1, 2, 13)",0.0444,"(1, 14)",0.1686,"(1, 13)",0.1672,"(2, 14)",0.1815,HP
13,16,1,3,"T(1, 3, 13)",0.0402,"(1, 14)",0.148,"(1, 13)",0.15,"(3, 13)",0.1726,HE
13,17,1,4,"T(1, 4, 13)",0.037,"(1, 14)",0.1333,"(1, 13)",0.1374,"(3, 14)",0.1663,HE
13,18,1,5,"T(1, 5, 13)",0.0346,"(1, 14)",0.1223,"(1, 13)",0.1278,"(3, 13)",0.1578,HE
13,19,1,6,"T(1, 6, 13)",0.0326,"(1, 14)",0.1139,"(1, 13)",0.1202,"(4, 13)",0.1522,HE
13,20,1,7,"T(1, 7, 13)",0.031,"(1, 14)",0.1072,"(1, 13)",0.1142,"(4, 13)",0.1522,HE
13,21,1,8,"T(1, 8, 13)",0.0297,"(1, 14)",0.1017,"(1, 13)",0.1092,"(4, 13)",0.1522,HE
13,22,1,9,"T(1, 9, 13)",0.0285,"(1, 14)",0.0972,"(1, 13)",0.105,"(4, 13)",0.1522,HE
13,23,1,10,"T(1, 10, 13)",0.0276,"(1, 14)",0.0934,"(1, 13)",0.1014,"(4, 13)",0.1522,HE
13,24,1,11,"T(1, 11, 13)",0.0268,"(1, 14)",0.0902,"(1, 13)",0.0984,"(4, 13)",0.1488,HE
13,25,1,12,"T(1, 12, 13)",0.026,"(1, 14)",0.0874,"(1, 13)",0.0957,"(4, 13)",0.1444,HE
13,26,1,13,"T(1, 13, 13)",0.0254,"(1, 14)",0.085,"(1, 13)",0.0934,"(4, 13)",0.1406,HE
